,id,player_name,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,position,team_title,npg,npxG,xGChain,xGBuildup
119,461,Matt Ritchie,18,1321,2,1.5107395369559526,1,2.3453650511801243,26,32,4,0,D M S,Newcastle United,2,0.7495706640183926,2.739802846685052,1.4184193424880505
120,489,James Milner,22,895,2,2.1647335067391396,2,0.9346521161496639,12,11,4,0,D M S,Liverpool,0,0.6423958018422127,6.646241307258606,5.740981161594391
121,501,Danny Welbeck,18,791,2,3.3855950385332108,0,0.2354272771626711,22,3,0,0,F M S,Watford,2,3.3855950385332108,3.556654464453459,0.28479901794344187
122,503,Theo Walcott,25,1310,2,3.4808373413980007,3,3.973367288708687,31,19,1,0,D M S,Everton,2,3.4808373413980007,8.397085671313107,2.6071585807949305
123,528,Angelo Ogbonna,31,2790,2,1.3031471576541662,0,0.070139704272151,13,2,4,0,D,West Ham,2,1.3031471576541662,2.9479992613196373,2.816510731354356
124,579,Nathan Aké,29,2503,2,3.051247041672468,2,1.962919145822525,25,7,2,0,D,Bournemouth,2,3.051247041672468,3.545500600710511,2.957154842093587
125,606,Christian Benteke,24,1249,2,4.627831593155861,1,2.459479935467243,41,19,4,1,F S,Crystal Palace,2,4.627831593155861,6.465700821951032,0.7189465072005987
126,611,Nicolás Otamendi,24,1705,2,2.054820952937007,0,0.17758418899029493,15,4,3,0,D S,Manchester City,2,2.054820952937007,10.639329377561808,10.601852599531412
127,639,Toby Alderweireld,33,2959,2,0.4555981745943427,2,1.22739436943084,15,11,7,0,D,Tottenham,2,0.4555981745943427,8.160165440291166,7.05638075619936
128,644,Erik Lamela,25,1190,2,2.309972669929266,1,1.0113138454034925,29,18,3,0,F M S,Tottenham,2,2.309972669929266,6.637918632477522,4.436078742146492
129,646,Christian Eriksen,20,1075,2,1.7644307054579258,2,2.2595173344016075,26,23,5,0,F M S,Tottenham,2,1.7644307054579258,4.081463946029544,1.7793743619695306
130,669,Ashley Westwood,35,3150,2,1.1751625752076507,6,7.076901875436306,13,54,9,0,M,Burnley,2,1.1751625752076507,9.225508246570826,6.144054684787989
131,681,César Azpilicueta,36,3234,2,2.5943444352597,6,6.033903408795595,29,45,1,0,D,Chelsea,2,2.5943444352597,18.327020969241858,14.643176596611738
132,708,Federico Fernández,32,2610,2,1.781357942149043,2,1.4652110189199448,15,4,8,0,D S,Newcastle United,2,1.781357942149043,4.351393967866898,3.797487251460552
133,714,Gylfi Sigurdsson,35,2580,2,4.01936775399372,3,4.011605945415795,46,52,3,0,M S,Everton,1,3.258198897819966,11.04620073735714,7.5212618336081505
134,762,Demarai Gray,21,580,2,2.767196649685502,3,2.2339558824896812,23,16,1,0,M S,Leicester,2,2.0060278121382,4.819445710629225,1.8115341179072857
135,772,Moussa Sissoko,29,2466,2,2.5392524152994156,1,1.6956463251262903,15,16,8,0,D M S,Tottenham,2,2.5392524152994156,8.97499118745327,5.875649888068438
136,804,Craig Dawson,29,2356,2,2.240868636406958,0,0.3374612331390381,26,5,6,0,D S,Watford,2,2.240868636406958,4.197167753241956,3.989171052351594
137,839,Shane Long,26,1403,2,4.5295923594385386,2,2.581097550690174,33,20,0,0,F S,Southampton,2,4.5295923594385386,5.496159460395575,0.8397864047437906
138,875,Ciaran Clark,14,1192,2,0.7519120462238789,0,0.05486181378364563,6,1,3,0,D,Newcastle United,2,0.7519120462238789,2.04942443408072,2.008845856413245
139,1017,Matej Vydra,19,794,2,4.003597117960453,1,0.7459431458264589,18,8,0,0,F S,Burnley,2,4.003597117960453,5.321380101144314,0.667027810588479
140,1024,Tyrone Mings,33,2902,2,0.9166155885905027,2,0.5713247507810593,8,7,7,0,D,Aston Villa,2,0.9166155885905027,5.111491244286299,5.068004783242941
141,1304,Moise Kean,29,783,2,4.140312344767153,2,2.337308671325445,30,10,1,0,F S,Everton,2,4.140312344767153,6.865808515809476,1.0858370438218117
142,1653,Michael Keane,31,2550,2,2.021645652130246,0,0.6693382374942303,14,6,3,0,D S,Everton,2,2.021645652130246,5.468895569443703,4.870126873254776
143,1660,Andre Gray,23,725,2,2.589537687599659,0,1.8659746497869492,19,10,1,0,F S,Watford,2,2.589537687599659,4.648880278691649,0.2978367395699024
144,1665,James Tarkowski,38,3420,2,2.6218691738322377,2,3.5871902527287602,21,15,10,0,D,Burnley,2,2.6218691738322377,3.1447287667542696,2.9917289186269045
145,1676,David Luiz,33,2818,2,1.5601535718888044,1,0.7974880058318377,23,4,5,2,D S,Arsenal,2,1.5601535718888044,9.724225353449583,8.911323081701994
146,1688,Andrew Robertson,36,3114,2,1.81459292024374,12,7.897493235766888,22,60,2,0,D S,Liverpool,2,1.81459292024374,20.395998314023018,15.312657188624144
147,1746,Jeff Hendrick,24,1944,2,2.102083634585142,2,1.3787488536909223,22,14,8,0,M S,Burnley,2,2.102083634585142,4.952221877872944,2.434791434556246
148,1822,Antonio Rüdiger,20,1710,2,0.9304546974599361,0,1.1775134578347206,12,5,3,0,D S,Chelsea,2,0.9304546974599361,6.220131253823638,6.190619096159935
149,2280,Jonny,35,2907,2,1.614042717963457,2,1.5668120235204697,19,23,4,0,D M S,Wolverhampton Wanderers,2,1.614042717963457,10.034513075836003,7.451252224855125
150,2335,Pablo Fornals,36,2190,2,2.643427435308695,5,2.2990531269460917,36,19,3,0,M S,West Ham,2,2.643427435308695,7.556359050795436,4.669503619894385
151,3420,Fabinho,28,2063,2,0.3081015255302191,3,1.6751401172950864,12,19,6,0,M S,Liverpool,2,0.3081015255302191,11.502576902508736,10.285107895731926
152,3491,Romain Saiss,33,2702,2,3.669838863424957,1,1.2324710749089718,23,12,10,1,D M S,Wolverhampton Wanderers,2,3.669838863424957,10.521784238517284,9.557376708835363
153,4918,Patrick Cutrone,12,291,2,2.2888070419430733,0,0.4840551167726517,11,2,0,0,F S,Wolverhampton Wanderers,2,2.2888070419430733,2.311261683702469,0.0
154,5073,Florian Lejeune,6,442,2,0.38114709686487913,0,0.051249224692583084,4,1,0,0,D S,Newcastle United,2,0.38114709686487913,0.26894228905439377,0.2064840979874134
155,5247,Naby Keita,18,812,2,1.7233739104121923,3,3.215543868020177,12,15,1,0,M S,Liverpool,2,1.7233739104121923,9.588453019037843,5.729767521843314
156,5545,Wilfred Ndidi,32,2679,2,1.727271574549377,1,0.5916656078770757,26,15,6,0,M S,Leicester,2,1.727271574549377,10.079844191670418,9.054951645433903
